Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
mr,no,78.12,0.927456349,-1.186871125,0.001365188,0.950205759,-0.094999789,0.831890857,-0.097727089,0.242885214,0.525007387,-0.608284632,0.201386117,0.6439,0.6162,0.5533,0.3496
mr,ar,25,1.067903178,-3.525947416,0.003412969,0.939094508,-0.094999789,0.822801601,-6.277992451,0.242885214,0.946229843,0.422132886,0.14281965,0.593,0.0002,0.4726,1
mr,la,80.13,0.607535191,-0.101292234,0.004778157,0.888559778,-0.094999789,0.781463043,-0.140499884,0.242885214,0.561413879,-0.608284632,0.263586579,0.6118,0.0002,0.5625,0.3283
mr,et,79.24,0.815030898,-0.640743812,0.004095563,1.142902918,-0.094999789,0.989521517,0.248667969,0.242885214,-0.031823837,0.422132886,0.073506993,0.5827,0.5687,0.4513,0.3147
mr,ko,82.37,-0.383284594,0.730728271,0.004095563,1.174253101,-0.094999789,1.01516668,0.181922155,0.242885214,0.134152699,0.422132886,0.000394275,0.622,0.0002,0.5248,0.271
mr,ja,46.43,1.048893057,-2.746255319,0.005460751,1.705798409,-0.094999789,1.449982834,-3.817461986,0.242885214,0.945645222,0.422132886,0.043234962,0.6109,0.6162,0.4488,0.3008
mr,ru,79.69,0.741681352,-0.407179028,0.09556314,1.761815298,-0.094999789,1.495805924,0.01571526,0.242885214,0.40543879,-0.838719606,0.147429633,0.4791,0.5922,0.398,0.2008
mr,cs,79.69,0.741681352,-0.407179028,0.003412969,2.014510541,-0.094999789,1.702516382,-0.136696721,0.242885214,0.558336034,-0.449164142,0.157115641,0.627,0.6162,0.5464,0.3232
cop,bxr,95.57,-1.474030455,0.961092889,0.002730375,-1.262667107,0.005453527,-1.036024823,0.594078182,0.095762656,-0.543860996,0.422132886,0.153092308,0.6172,0.5456,0.5522,0.3223
cop,kmr,95.61,-1.924934002,1.002001321,0.000682594,-1.411374383,0.005453527,-1.157670758,0.336384322,0.095762656,-0.561468224,0.422132886,0.159120665,0.8681,0.0002,0.6284,0.0688
cop,hsb,95.65,-2.24485516,1.021910831,0.004778157,-1.522668683,0.005453527,-1.248712027,0.532677047,0.095762656,-1.337145274,0.422132886,0.153092308,0.6792,0.5922,0.5499,0.1395
cop,kk,95.82,-3.46658341,1.060702879,0.004778157,-1.154024756,0.005453527,-0.947152908,0.610158789,0.095762656,-0.402376493,0.422132886,0.376433247,0.6168,0.5456,0.5174,0.1691
cop,hy,95.44,-1.302604883,0.940066895,0.003412969,-1.620394233,0.005453527,-1.328653751,0.538666368,0.095762656,-1.229712576,0.422132886,0.218809355,0.6081,0.5687,0.4824,0.0858
cop,swl,95.61,-1.924934002,1.002001321,0.000682594,-2.356041951,0.005453527,-1.93043032,0.470083725,0.095762656,-3.263136031,0.422132886,0.153092308,0.9014,0.0002,0.6284,0.1734
cop,lt,94.96,-0.252302205,0.678399863,0.004095563,-2.169620395,0.005453527,-1.777933246,0.557075778,0.095762656,-0.953201694,0.422132886,0.121363754,0.8391,0.0002,0.6284,0.1455
cop,be,95.26,-0.905959169,0.874522652,0.000682594,-1.880461018,0.005453527,-1.541394297,0.543622809,0.095762656,-1.148189599,0.422132886,0.203423359,0.6641,0.0002,0.6284,0.1339
cop,mr,95.26,-0.905959169,0.874522652,0.000682594,-1.757804127,0.005453527,-1.44105817,0.518209078,0.095762656,-1.652215273,0.422132886,0.343553016,0.8666,0.0002,0.6284,0.2384
cop,ta,95.22,-0.703205751,0.828603708,0.003412969,-1.575848971,0.005453527,-1.292214712,0.552921618,0.095762656,-1.009846949,0.422132886,0.379164158,0.7902,0.0002,0.6284,0.2677
cop,ga,95.14,-0.455055623,0.756007041,0.003412969,-1.19383975,0.005453527,-0.97972248,0.276368681,0.095762656,-0.262901415,0.422132886,0.050032797,0.5586,0.641,0.4829,0.2047
cop,hu,94.23,0.635690239,-0.156174237,0,-0.7849374,0.005453527,-0.645231054,0.429483918,0.095762656,-1.534692542,0.422132886,0.24214363,0.5897,0.6162,0.5272,0.1089
cop,te,95.7,-2.695758706,1.04147407,0.004095563,-1.003873768,0.005453527,-0.824325984,0.267422647,0.095762656,-0.227390257,0.422132886,0.359337889,0.6634,0.6162,0.6018,0.2516
cop,af,94.96,-0.252302205,0.678399863,0.005460751,-0.733244548,0.005453527,-0.602945125,-0.040792995,0.095762656,0.425260143,0.422132886,0.245064412,0.6297,0.0002,0.5957,0.286
cop,vi,95.31,-1.154109298,0.918640382,0.000328731,-0.417184462,0.005453527,-0.344400784,-0.193243969,0.095762656,0.571483142,0.422132886,-0.044393244,0.8163,0.0002,0,0.3823
cop,ug,94.83,-0.135134465,0.62351786,0.000657462,-0.315316276,0.005453527,-0.261070291,0.406976088,0.095762656,-1.180244641,0.422132886,0.363295114,0.8483,0.5456,0.6328,0.2268
cop,el,95.31,-1.154109298,0.918640382,0.001643655,-0.542419107,0.005453527,-0.446845573,0.153675171,0.095762656,0.108079461,0.422132886,0.1288481,0.8163,0.0002,0,0.0768
cop,sme,95.22,-0.703205751,0.828603708,0.000328731,-0.388487397,0.005453527,-0.320925932,0.42522521,0.095762656,-1.455902832,0.422132886,0.259768681,0.8806,0.879,0,0.2201
cop,gl,95.09,-0.383284594,0.730728271,0.000328731,-0.211337709,0.005453527,-0.176013457,0.031556193,0.095762656,0.330332691,0.422132886,0.192934019,0.8155,0.6162,0.6737,0.1864
cop,sr,94.71,0.113015663,0.473314016,0.000328731,-0.229966783,0.005453527,-0.191252464,0.207702732,0.095762656,-0.029178533,0.422132886,0.137229355,0.8163,0.0002,0,0.0921
cop,got,95.22,-0.703205751,0.828603708,0.000328731,0.006107477,0.005453527,0.001861652,-0.108965856,0.095762656,0.498094263,0.422132886,0.21329021,0.7923,0.641,0.6506,0.0971
cop,tr,94.71,0.113015663,0.473314016,0.000657462,0.036641409,0.005453527,0.026839103,0.492302833,0.095762656,-2.696179732,0.422132886,0.315872499,0.7165,0.0002,0,0.0582
cop,zh,94.66,0.198601342,0.407126813,0.000986193,-0.049863605,0.005453527,-0.043923967,0.882936738,0.095762656,0.94377367,0.422132886,0.153092308,0.9058,0.0002,0.6284,1
cop,ur,94.32,0.548991939,0.001038092,0.000328731,-0.030952832,0.005453527,-0.028454524,-0.424299632,0.095762656,0.71011531,0.422132886,0.296557705,0.9237,0.0002,0.6196,0.1779
cop,cu,94.62,0.315769081,0.299916402,0.000986193,0.121165861,0.005453527,0.095982027,-0.062859718,0.095762656,0.450378945,0.422132886,0.153092308,0.7755,0.0002,0.6068,0.0874
cop,sv,94.23,0.635690239,-0.156174237,0.000328731,0.084938089,0.005453527,0.066346886,0.056818549,0.095762656,0.291776623,0.422132886,0.083281518,0.8356,0.5922,0.6461,0.1763
cop,da,94.79,0.020289896,0.535822203,0.002301118,0.020753081,0.005453527,0.013842089,0.166051374,0.095762656,0.079356433,0.422132886,0.046413596,0.9307,0.641,0.5608,0.1658
cop,id,94.19,0.716115514,-0.338984942,0.000328731,0.031255459,0.005453527,0.022433273,0.172049588,0.095762656,0.06490061,0.422132886,0.027944615,0.8594,0.0002,0.669,0.4652
cop,uk,93.89,0.883840368,-0.935866334,0.001643655,0.066423317,0.005453527,0.051201381,0.410337873,0.095762656,-1.224959586,0.422132886,0.129400059,0.7699,0.5456,0.6153,0.1079
cop,fa,94.32,0.548991939,0.001038092,0.000657462,0.081465131,0.005453527,0.063505927,-0.192955946,0.095762656,0.571258388,0.422132886,0.153092308,0.8635,0.7877,0,1
cop,he,94.66,0.198601342,0.407126813,0.001314924,0.10728665,0.005453527,0.084628517,0.364323343,0.095762656,-0.754297781,-0.332374194,0.1288481,0.7671,0.5922,0.6929,0.0204
cop,eu,94.1,0.766672628,-0.479775695,0.000328731,0.373166954,0.005453527,0.302124655,0.279740544,0.095762656,-0.276772732,0.422132886,0.194990223,0.7622,0.0002,0,0.163
cop,lv,94.53,0.387540111,0.222309224,0.001314924,0.261697161,0.005453527,0.210939828,0.317569339,0.095762656,-0.454267993,0.422132886,0.050032797,0.8442,0.0002,0.6552,0.1543
cop,sl,94.66,0.198601342,0.407126813,0.000328731,0.288932895,0.005453527,0.233219278,0.305267147,0.095762656,-0.391651764,0.422132886,0.125252199,0.6825,0.8278,0,0.1173
cop,hr,94.79,0.020289896,0.535822203,0.000328731,0.364792903,0.005453527,0.295274491,0.182701018,0.095762656,0.038312723,0.422132886,0.215552083,0.7243,0.0002,0,0.1077
cop,ro,93.97,0.7911146,-0.557382873,0.001314924,0.414467563,0.005453527,0.335909493,0.095899013,0.095762656,0.225296672,0.422132886,0.16537466,0.8804,0.5922,0.6196,0.0987
cop,sk,94.27,0.607535191,-0.101292234,0.000328731,0.491798613,0.005453527,0.399168051,0.373326558,0.095762656,-0.827844418,0.422132886,0.153092308,0.8163,0.0002,0,0.1184
cop,bg,94.83,-0.135134465,0.62351786,0.000328731,0.527169226,0.005453527,0.428102017,0.164845862,0.095762656,0.082218563,0.422132886,0.129400059,0.8922,0.0002,0.6025,0.0819
cop,pt,94.4,0.454958629,0.138948285,0.000328731,0.585499152,0.005453527,0.475817224,-0.05503903,0.095762656,0.441657701,0.422132886,0.081829273,0.8163,0.0002,0,0.1726
cop,nl,94.49,0.421760194,0.181400792,0.001643655,0.670041654,0.005453527,0.544974913,-0.004860522,0.095762656,0.380724963,0.422132886,0.093813366,0.787,0.0002,0.6153,0.165
cop,en,94.36,0.5185225,0.048911611,0.000657462,0.815399084,0.005453527,0.663880598,-0.130261744,0.095762656,0.518190793,0.422132886,0.102237353,0.6031,0.0002,0,0.1847
cop,it,94.23,0.635690239,-0.156174237,0.000657462,0.700347573,0.005453527,0.569765844,-0.02499702,0.095762656,0.406266289,0.422132886,0.129400059,0.7582,0.5687,0.669,0.1118
cop,ca,83.73,1.048893057,-2.746255319,0.001314924,0.817820435,0.005453527,0.665861318,-0.246718257,0.095762656,0.610557957,0.422132886,0.093669914,0.7748,0.0002,0.6737,0.1423
cop,hi,93.93,0.861373644,-0.828655923,0.000986193,0.816481051,0.005453527,0.664765671,-0.641863324,0.095762656,0.789705503,0.422132886,0.329817854,0.8163,0.0002,0,0.2261
cop,pl,94.4,0.454958629,0.138948285,0.000657462,0.841930331,0.005453527,0.685583761,0.361766802,0.095762656,-0.734574314,0.422132886,0.137092577,0.7482,0.0002,0.7028,0.1347
cop,de,93.8,0.927456349,-1.186871125,0.000657462,0.769254139,0.005453527,0.626132983,0.129885972,0.095762656,0.159467639,0.422132886,0.157516999,0.802,0.641,0.669,0.133
cop,fro,94.83,-0.135134465,0.62351786,0.001643655,0.859741622,0.005453527,0.700153802,-0.49400374,0.095762656,0.739651028,0.422132886,0.222179628,0.6661,0.5922,0,0.1563
cop,es,93.97,0.7911146,-0.557382873,0.000986193,0.859823065,0.005453527,0.700220425,-0.229308782,0.095762656,0.598393625,0.422132886,0.143227352,0.7851,0.0002,0.669,0.1582
cop,fr,93.41,0.969426046,-1.510472583,0.000986193,0.807823214,0.005453527,0.657683364,-0.034282494,0.095762656,0.417538041,0.422132886,-0.076502548,0.9158,0.0002,0.6832,0.1614
cop,fi,94.19,0.716115514,-0.338984942,0.001314924,0.90108784,0.005453527,0.73397595,0.222124952,0.095762656,-0.071770394,0.422132886,0.195246922,0.8077,0.641,0.6552,0.1971
cop,grc,94.62,0.315769081,0.299916402,0.000328731,0.835009394,0.005453527,0.679922277,-0.135490192,0.095762656,0.522953323,0.422132886,0.181280622,0.8163,0.0002,0,0.0714
cop,no,93.84,0.905862176,-1.054381944,0.000986193,0.950205759,0.005453527,0.774155525,-0.097727089,0.095762656,0.487015142,0.422132886,0.146211611,0.7974,0.6162,0.6416,0.1872
cop,ar,50.75,1.067903178,-3.525947416,0.001643655,0.939094508,0.005453527,0.765066269,-6.277992451,0.095762656,0.946229217,0.422132886,0.153092308,0.7711,0.0002,0.6328,1
cop,la,95.05,-0.315866075,0.70486833,0.000986193,0.888559778,0.005453527,0.72372771,-0.140499884,0.095762656,0.527455537,0.422132886,0.257254464,0.791,0.0002,0.6068,0.1088
cop,et,93.28,0.989831481,-1.715558431,0.003287311,1.142902918,0.005453527,0.931786185,0.248667969,0.095762656,-0.158460755,0.422132886,0.147023807,0.7889,0.5687,0.5983,0.1701
cop,ko,93.97,0.7911146,-0.557382873,0.001314924,1.174253101,0.005453527,0.957431348,0.181922155,0.095762656,0.040298139,0.422132886,0.358909049,0.7748,0.0002,0.6737,0.4301
cop,ja,91.56,1.029552309,-2.29016468,0.001972387,1.705798409,0.005453527,1.392247502,-3.817461986,0.095762656,0.945603167,0.422132886,0.324153897,0.8014,0.6162,0.6461,0.4642
cop,ru,93.8,0.927456349,-1.186871125,0.000328731,1.761815298,0.005453527,1.438070592,0.01571526,0.095762656,0.352958564,0.422132886,0.229871922,0.9014,0.5922,0.5363,0.2134
cop,cs,93.2,1.009869229,-1.966563222,0.001643655,2.014510541,0.005453527,1.64478105,-0.136696721,0.095762656,0.524043052,0.422132886,0.147023807,0.7936,0.6162,0.6597,0.132
ta,bxr,81.08,-3.46658341,1.060702879,0.000986193,-1.262667107,0.163971942,-1.127132948,0.594078182,0.370430929,-1.624284442,0.422132886,0.122337422,0.8114,0.5456,0.6153,0.255
ta,kmr,80.3,-2.24485516,1.021910831,0.000328731,-1.411374383,0.163971942,-1.248778883,0.336384322,0.370430929,-0.205344468,0.422132886,0.226157951,0.7314,0.0002,0,0.2317
ta,hsb,79.98,-1.154109298,0.918640382,0.002301118,-1.522668683,0.163971942,-1.339820152,0.532677047,0.370430929,-2.372344776,0.422132886,0.122337422,0.781,0.5922,0.6832,0.3662
ta,kk,80.21,-1.474030455,0.961092889,0.001314924,-1.154024756,0.163971942,-1.038261034,0.610158789,0.370430929,-1.286874643,0.422132886,0.237009626,0.7318,0.5456,0.6025,0.1854
ta,hy,79.89,-0.905959169,0.874522652,0.001972387,-1.620394233,0.163971942,-1.419761876,0.538666368,0.370430929,-2.711630508,0.422132886,0.029177328,0.8176,0.5687,0.6506,0.2334
ta,swl,80.49,-2.695758706,1.04147407,0.000328731,-2.356041951,0.163971942,-2.021538445,0.470083725,0.370430929,-1.041098084,0.422132886,0.122337422,0.6993,0.0002,0,0.3728
ta,lt,79.52,-0.703205751,0.828603708,0.001972387,-2.169620395,0.163971942,-1.869041372,0.557075778,0.370430929,-3.906459348,0.422132886,0.039893029,0.6729,0.0002,0,0.3431
ta,be,79.8,-0.799968056,0.851797477,0.000328731,-1.880461018,0.163971942,-1.632502422,0.543622809,0.370430929,-3.126837535,0.422132886,0.26821812,0.8163,0.0002,0,0.3338
ta,mr,80.3,-2.24485516,1.021910831,0.000328731,-1.757804127,0.163971942,-1.532166295,0.518209078,0.370430929,-1.855127862,0.422132886,-0.146940248,0.7601,0.0002,0,0.0428
ta,cop,79.25,-0.455055623,0.756007041,0.001643655,-1.687224999,0.163971942,-1.474430963,0.478168551,0.370430929,-1.135267292,0.422132886,0.379164158,0.6735,0.0002,0,0.2677
ta,ga,80.12,-1.302604883,0.940066895,0.002629849,-1.19383975,0.163971942,-1.070830605,0.276368681,0.370430929,-0.012042931,0.422132886,0.369569949,0.8988,0.641,0.6737,0.4415
ta,hu,80.26,-1.676783874,0.981733063,0,-0.7849374,0.163971942,-0.736339179,0.429483918,0.370430929,-0.682669787,0.422132886,0.056780297,0.8842,0.6162,0.6597,0.3415
ta,te,79.94,-1.023126909,0.896797794,0.001643655,-1.003873768,0.163971942,-0.91543411,0.267422647,0.370430929,0.012299205,-1.203388694,-0.533975372,0.8229,0.6162,0.688,0.033
ta,af,78.01,-0.135134465,0.62351786,0.002629849,-0.733244548,0.163971942,-0.69405325,-0.040792995,0.370430929,0.504426501,0.422132886,0.185959879,0.7958,0.0002,0.6784,0.3215
ta,vi,77.19,0.278068353,0.336800294,0.005347594,-0.417184462,0.163971942,-0.43550891,-0.193243969,0.370430929,0.624750653,0.422132886,0.412930692,0.6539,0.0002,0.6196,0.1563
ta,ug,79.39,-0.531780179,0.780730189,0.002557545,-0.315316276,0.163971942,-0.352178416,0.406976088,0.370430929,-0.536423186,0.422132886,-0.24050746,0.6619,0.5456,0.5752,0.1842
ta,el,79.43,-0.614193059,0.804921614,0.006742618,-0.542419107,0.163971942,-0.537953698,0.153675171,0.370430929,0.255279253,0.422132886,0.214170495,0.6539,0.0002,0.6196,0.3144
ta,sme,79.25,-0.455055623,0.756007041,0.007905138,-0.388487397,0.163971942,-0.412034058,0.42522521,0.370430929,-0.652821876,0.422132886,0.147429633,0.8684,0.879,0.6196,0.3808
ta,gl,77.05,0.387540111,0.222309224,0.003487561,-0.211337709,0.163971942,-0.267121583,0.031556193,0.370430929,0.428074587,0.422132886,0.360730224,0.6152,0.6162,0.5747,0.446
ta,sr,76.45,0.607535191,-0.101292234,0.000232504,-0.229966783,0.163971942,-0.282360589,0.207702732,0.370430929,0.153112979,0.422132886,0.205963523,0.6539,0.0002,0.6196,0.329
ta,got,78.88,-0.252302205,0.678399863,0.001395024,0.006107477,0.163971942,-0.089246473,-0.108965856,0.370430929,0.563963579,0.422132886,0.305470641,0.6067,0.641,0.5698,0.3049
ta,tr,77.32,0.113015663,0.473314016,0.005812602,0.036641409,0.163971942,-0.064269022,0.492302833,0.370430929,-1.329354591,0.422132886,-0.028999299,0.8671,0.0002,0.6196,0.2783
ta,zh,77.32,0.113015663,0.473314016,0.000232504,-0.049863605,0.163971942,-0.135032092,0.882936738,0.370430929,0.674136546,0.422132886,0.122337422,0.4122,0.0002,0.3687,1
ta,ur,77.37,0.067618953,0.50500225,0.000232504,-0.030952832,0.163971942,-0.11956265,-0.424299632,0.370430929,0.741624968,0.422132886,0.027944615,0.9237,0.0002,0.6196,0.1018
ta,cu,76.91,0.421760194,0.181400792,0.004417577,0.121165861,0.163971942,0.004873902,-0.062859718,0.370430929,0.52486813,0.422132886,0.122337422,0.6429,0.0002,0.507,0.3245
ta,sv,76.09,0.663150029,-0.213871905,0.010695187,0.084938089,0.163971942,-0.02476124,0.056818549,0.370430929,0.397483148,0.422132886,0.223797917,0.6019,0.5922,0.5403,0.371
ta,da,76.04,0.689948072,-0.274689847,0.000232504,0.020753081,0.163971942,-0.077266036,0.166051374,0.370430929,0.233599505,0.422132886,0.166434908,0.4451,0.641,0.4327,0.3869
ta,id,77.6,-0.029143352,0.565820192,0.007672634,0.031255459,0.163971942,-0.068674853,0.172049588,0.370430929,0.22274759,0.422132886,0.324265294,0.6121,0.0002,0.5628,0.1976
ta,uk,77.1,0.315769081,0.299916402,0.009532667,0.066423317,0.163971942,-0.039906745,0.410337873,0.370430929,-0.556592491,0.422132886,0.125390765,0.7202,0.5456,0.5792,0.3269
ta,fa,77.46,0.020289896,0.535822203,0.005580098,0.081465131,0.163971942,-0.027602198,-0.192955946,0.370430929,0.62456331,0.422132886,0.122337422,0.723,0.7877,0.6196,1
ta,he,75.26,0.883840368,-0.935866334,0.009997675,0.10728665,0.163971942,-0.006479608,0.364323343,0.370430929,-0.318849476,0.422132886,0.187125948,0.6726,0.5922,0.5656,0.2524
ta,eu,79.16,-0.315866075,0.70486833,0.003022553,0.373166954,0.163971942,0.21101653,0.279740544,0.370430929,-0.021475893,0.422132886,0.104366687,0.8148,0.0002,0.6196,0.4203
ta,lv,77.28,0.239044525,0.372513069,0.011625203,0.261697161,0.163971942,0.119831703,0.317569339,0.370430929,-0.13833249,0.422132886,0.047772481,0.6308,0.0002,0.5079,0.346
ta,sl,77.1,0.315769081,0.299916402,0.011857708,0.288932895,0.163971942,0.142111153,0.305267147,0.370430929,-0.097934348,0.422132886,0.190744208,0.8462,0.8278,0.6196,0.3587
ta,hr,76.73,0.487194654,0.094830555,0.000232504,0.364792903,0.163971942,0.204166365,0.182701018,0.370430929,0.202892829,0.422132886,0.384810034,0.8851,0.0002,0.6196,0.3497
ta,ro,75.63,0.838443657,-0.730780486,0.000232504,0.414467563,0.163971942,0.244801367,0.095899013,0.370430929,0.345329094,0.422132886,0.222055025,0.6045,0.5922,0.5903,0.3241
ta,sk,78.42,-0.192175941,0.651293541,0.000232504,0.491798613,0.163971942,0.308059926,0.373326558,0.370430929,-0.359703661,0.422132886,0.122337422,0.6539,0.0002,0.6196,0.3472
ta,bg,76.73,0.487194654,0.094830555,0.013950244,0.527169226,0.163971942,0.336993892,0.164845862,0.370430929,0.235752809,0.422132886,0.222055025,0.5278,0.0002,0.4955,0.3155
ta,pt,75.22,0.927456349,-1.186871125,0.000232504,0.585499152,0.163971942,0.384709098,-0.05503903,0.370430929,0.51775977,0.422132886,0.274474769,0.6539,0.0002,0.6196,0.4323
ta,nl,75.72,0.815030898,-0.640743812,0.011160195,0.670041654,0.163971942,0.453866788,-0.004860522,0.370430929,0.468426229,0.422132886,0.197809949,0.6353,0.0002,0.5792,0.3988
ta,en,73.66,0.989831481,-1.715558431,0.010462683,0.815399084,0.163971942,0.572772473,-0.130261744,0.370430929,0.580531403,0.422132886,0.195375245,0.8224,0.0002,0.6196,0.4195
ta,it,76,0.716115514,-0.338984942,0.01488026,0.700347573,0.163971942,0.478657719,-0.02499702,0.370430929,0.489034452,0.422132886,0.250998765,0.65,0.5687,0.4627,0.3638
ta,ca,74.12,0.94863918,-1.33707497,0.011625203,0.817820435,0.163971942,0.574753193,-0.246718257,0.370430929,0.657428831,0.422132886,0.3295964,0.6019,0.0002,0.5559,0.401
ta,hi,75.45,0.861373644,-0.828655923,0.000465008,0.816481051,0.163971942,0.573657546,-0.641863324,0.370430929,0.80985393,0.422132886,-0.077367553,0.6539,0.0002,0.6196,0.081
ta,pl,77.65,-0.080876632,0.595038924,0.010462683,0.841930331,0.163971942,0.594475636,0.361766802,0.370430929,-0.307662497,0.422132886,0.166302445,0.6739,0.0002,0.6293,0.353
ta,de,76.91,0.421760194,0.181400792,0.012090212,0.769254139,0.163971942,0.535024858,0.129885972,0.370430929,0.294450051,0.422132886,0.087191057,0.6176,0.641,0.5439,0.3699
ta,fro,75.77,0.7911146,-0.557382873,0.009300163,0.859741622,0.163971942,0.609045677,-0.49400374,0.370430929,0.766852185,0.422132886,0.277880123,0.8101,0.5922,0.6196,0.4073
ta,es,76.64,0.548991939,0.001038092,0.012090212,0.859823065,0.163971942,0.6091123,-0.229308782,0.370430929,0.647233038,0.422132886,0.227769197,0.5883,0.0002,0.5046,0.4199
ta,fr,75.26,0.883840368,-0.935866334,0.013020228,0.807823214,0.163971942,0.566575238,-0.034282494,0.370430929,0.49816193,0.422132886,0.190099143,0.5915,0.0002,0.4784,0.4078
ta,fi,77.32,0.113015663,0.473314016,0.013485236,0.90108784,0.163971942,0.642867825,0.222124952,0.370430929,0.12216622,0.422132886,0.160188211,0.6358,0.641,0.527,0.3635
ta,grc,76.18,0.635690239,-0.156174237,0.009532667,0.835009394,0.163971942,0.588814152,-0.135490192,0.370430929,0.584466392,0.422132886,0.342570971,0.6539,0.0002,0.6196,0.3225
ta,no,75.9,0.741681352,-0.407179028,0.013252732,0.950205759,0.163971942,0.683047399,-0.097727089,0.370430929,0.554855405,0.422132886,0.255814648,0.6726,0.6162,0.598,0.391
ta,ar,26.98,1.067903178,-3.525947416,0.015345269,0.939094508,0.163971942,0.673958144,-6.277992451,0.370430929,0.946230353,0.422132886,0.122337422,0.6055,0.0002,0.4865,1
ta,la,75.9,0.741681352,-0.407179028,0.013950244,0.888559778,0.163971942,0.632619585,-0.140499884,0.370430929,0.588189344,0.422132886,0.27494523,0.6236,0.0002,0.5729,0.3637
ta,et,74.07,0.969426046,-1.510472583,0.01371774,1.142902918,0.163971942,0.84067806,0.248667969,0.370430929,0.060330752,0.422132886,0.137776262,0.6132,0.5687,0.5014,0.3564
ta,ko,76.59,0.578648763,-0.048963826,0.013485236,1.174253101,0.163971942,0.866323223,0.181922155,0.370430929,0.204370743,0.422132886,-0.008709849,0.6539,0.0002,0.5747,0.2867
ta,ja,34.45,1.048893057,-2.746255319,0.015810277,1.705798409,0.163971942,1.301139377,-3.817461986,0.370430929,0.945679421,0.422132886,-0.056661512,0.6522,0.6162,0.5032,0.3135
ta,ru,70.36,1.029552309,-2.29016468,0.011392699,1.761815298,0.163971942,1.346962467,0.01571526,0.370430929,0.446141183,0.422132886,0.135312593,0.5158,0.5922,0.4661,0.2428
ta,cs,72.24,1.009869229,-1.966563222,0.009067659,2.014510541,0.163971942,1.553672924,-0.136696721,0.370430929,0.585367236,0.422132886,0.097678078,0.6094,0.6162,0.5003,0.362
ga,bxr,87.2,-0.135134465,0.62351786,0.015810277,-1.262667107,0.707675076,-1.439625181,0.594078182,-0.64571892,0.625566316,0.422132886,0.091659201,0.6375,0.5456,0.595,0.3434
ga,kmr,87.69,-1.924934002,1.002001321,0.000465008,-1.411374383,0.707675076,-1.561271116,0.336384322,-0.64571892,-1.237978352,-0.332374194,0.207610841,0.8716,0.0002,0.6196,0.2124
ga,hsb,87.43,-1.023126909,0.896797794,0.01488026,-1.522668683,0.707675076,-1.652312385,0.532677047,-0.64571892,0.359071074,-0.608284632,0.091659201,0.643,0.5922,0.5,0.0754
ga,kk,87.76,-3.46658341,1.060702879,0.016507789,-1.154024756,0.707675076,-1.350753267,0.610158789,-0.64571892,0.688765134,0.422132886,0.391870257,0.6538,0.5456,0.5776,0.2697
ga,hy,87.55,-1.474030455,0.961092889,0.011625203,-1.620394233,0.707675076,-1.732254109,0.538666368,-0.64571892,0.387137797,-1.203388694,0.20874955,0.6292,0.5687,0.5338,0.2084
ga,swl,87.73,-2.695758706,1.04147407,0.000232504,-2.356041951,0.707675076,-2.334030678,0.470083725,-0.64571892,0.028380397,0.422132886,0.091659201,0.904,0.0002,0.6196,0.0796
ga,lt,87.34,-0.531780179,0.780730189,0.013950244,-2.169620395,0.707675076,-2.181533605,0.557075778,-0.64571892,0.470351034,-1.203388694,0.076143302,0.8612,0.0002,0.6196,0.1023
ga,be,87.12,-0.029143352,0.565820192,0.000232504,-1.880461018,0.707675076,-1.944994655,0.543622809,-0.64571892,0.409982632,-0.838719606,0.109456878,0.6539,0.0002,0.6196,0.1095
ga,mr,87.26,-0.252302205,0.678399863,0.000232504,-1.757804127,0.707675076,-1.844658528,0.518209078,-0.64571892,0.289044734,-0.449164142,0.336326654,0.8702,0.0002,0.6196,0.4019
ga,cop,86.97,0.239044525,0.372513069,0.013950244,-1.687224999,0.707675076,-1.786923196,0.478168551,-0.64571892,0.075677457,0.422132886,0.050032797,0.8111,0.0002,0.6196,0.2047
ga,ta,87.49,-1.302604883,0.940066895,0.011160195,-1.575848971,0.707675076,-1.695815071,0.552921618,-0.64571892,0.451956284,0.422132886,0.369569949,0.5826,0.641,0.5366,0.4415
ga,hu,87.46,-1.154109298,0.918640382,0,-0.7849374,0.707675076,-1.048831412,0.429483918,-0.64571892,-0.238213931,0.422132886,0.121642051,0.5826,0.6162,0.5575,0.1026
ga,te,87.34,-0.531780179,0.780730189,0.015810277,-1.003873768,0.707675076,-1.227926343,0.267422647,-0.64571892,-3.164504262,0.422132886,0.348013434,0.664,0.6162,0.611,0.415
ga,af,87.36,-0.614193059,0.804921614,0.018135317,-0.733244548,0.707675076,-1.006545483,-0.040792995,-0.64571892,0.091239102,-0.332374194,0.207610841,0.5963,0.0002,0.568,0.4554
ga,vi,87.06,0.113015663,0.473314016,0.002797762,-0.417184462,0.707675076,-0.748001143,-0.193243969,-0.64571892,0.362820706,0.422132886,-0.046064097,0.6389,0.0002,0.6068,0.4942
ga,ug,87.11,0.020289896,0.535822203,0.003863576,-0.315316276,0.707675076,-0.664670649,0.406976088,-0.64571892,-0.413917488,0.422132886,0.380421824,0.6195,0.5456,0.5052,0.3058
